date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:19	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:25:57%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=e3	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext7f0c.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:19	2403/2403	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:25:58%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cd5?f=templates&fn=document-frame.htm&2.0#JD_61858	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cd5a4fe.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:20	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:25:58%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=e5	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext2732.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:20	2943/2943	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:25:58%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2ccf?f=templates&fn=document-frame.htm&2.0#JD_61857	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2ccfa1b4.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:20	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:25:58%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=e7	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext6866.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:20	1550/1550	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:25:59%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cf6?f=templates&fn=document-frame.htm&2.0#JD_61864	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cf60d24.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:21	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:25:59%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=e9	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpextef3e.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:21	1376/1376	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:25:59%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cf0?f=templates&fn=document-frame.htm&2.0#JD_61862	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cf09b0e.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:21	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:25:59%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=eb	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext788c.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:21	1768/1768	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:00%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cb6?f=templates&fn=document-frame.htm&2.0#JD_61852	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cb6f8f7.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:22	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:00%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=ed	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpextb9fe.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:22	2721/2721	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:00%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2cca?f=templates&fn=document-frame.htm&2.0#JD_61856	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2ccae03b.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:22	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:00%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=ef	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpexte1f3.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:23	1755/1755	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:01%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2d15?f=templates&fn=document-frame.htm&2.0#JD_61870	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2d158ffc.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:23	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:01%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=f1	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpextd2f3.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:23	2462/2462	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:01%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2d19?f=templates&fn=document-frame.htm&2.0#JD_61871	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2d19da1f.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:23	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:02%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=f3	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext8329.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:24	1780/1780	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:02%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c33?f=templates&fn=document-frame.htm&2.0#JD_61808	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c33a1a5.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:24	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:02%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=f5	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext85a4.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:24	4566/4566	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:02%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/1b19/1d3d/1d45/1d74?f=templates&fn=document-frame.htm&2.0#JD_41205	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/1b19/1d3d/1d45/1d746e0b.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:24	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:02%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=f7	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpextcab4.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:25	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:03%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=f9	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.f6f98c.delayed	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:25	2650/2650	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:03%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c5a?f=templates&fn=document-frame.htm&2.0#JD_61814	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c5a1974.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:25	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:04%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=fb	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.f86a89.delayed	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:26	2814/2814	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:04%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2bf2?f=templates&fn=document-frame.htm&2.0#JD_61803	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2bf22d1f.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:27	1946/1946	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:03%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c50?f=templates&fn=document-frame.htm&2.0#JD_61812	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c5021f7.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:27	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:06%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=fd	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext8584.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:27	1746/1746	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:06%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c55?f=templates&fn=document-frame.htm&2.0#JD_61813	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c559f0f.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:28	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:06%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=ff	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext2561.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:28	3283/3283	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:06%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/33f1/342d?f=templates&fn=document-frame.htm&2.0#JD_64603	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/33f1/342d5a53.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:28	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:07%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=101	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext2584.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:28	2146/2146	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:07%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2bf9?f=templates&fn=document-frame.htm&2.0#JD_61804	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2bf929e4.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:29	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:07%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=103	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpexte7ac.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:29	1869/1869	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:07%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c5f?f=templates&fn=document-frame.htm&2.0#JD_61815	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c5f76f0.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:29	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:07%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=105	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext6d7e.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:29	4322/4322	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:08%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2be0?f=templates&fn=document-frame.htm&2.0#JD_61801	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2be0ed48.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:30	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:08%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=107	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpextfe66.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:30	2109/2109	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:08%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c3e?f=templates&fn=document-frame.htm&2.0#JD_61810	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c3e1d1f.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:30	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:08%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=109	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpextb163.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:30	2071/2071	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:09%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c38?f=templates&fn=document-frame.htm&2.0#JD_61809	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/28a2/2ba7/2c38b113.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:30	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:09%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=10b	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext78a8.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:31	4193/4193	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:09%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/1505/1531/15f1/1609?f=templates&fn=document-frame.htm&2.0#JD_20603	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/1505/1531/15f1/1609043a.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:31	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:09%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=10d	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpextc956.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:32	5177/5177	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:10%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/465b/4c61/5071/5080?f=templates&fn=document-frame.htm&2.0#JD_126801	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/465b/4c61/5071/508061e6.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:35	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:13%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=10f	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.10c043a.delayed	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:35	5097/5097	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:14%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/561c/5700/5950/5992?f=templates&fn=document-frame.htm&2.0#JD_147205	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/561c/5700/5950/5992ec7b.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:36	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:14%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=111	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext114d.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:36	3539/3539	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:14%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/561c/5700/5950/5958?f=templates&fn=document-frame.htm&2.0#JD_147201	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/561c/5700/5950/5958de1a.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:36	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:14%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=113	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext2a6a.dll	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:36	4950/4950	---M--	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202013%2015:26:15%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll/Springboro/561c/5700/5950/5963?f=templates&fn=document-frame.htm&2.0#JD_147203	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.dll/Springboro/561c/5700/5950/59637c05.html	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
11:21:37	0/-1	---M--	302	error ('Moved')	text/html	date:Mon,%2017%20Jun%202013%2015:26:15%20GMT	http://www.conwaygreene.com/Springboro/lpext.dll?f=FifLink&t=document-frame.htm&l=jump&iid=2708dbda.33f0517e.0.0&nid=115	C:/Users/RitterCX/Downloads/Open%20Springboro/Codified%20Ordinances/Codified%20Ordinances/www.conwaygreene.com/Springboro/lpext.11258c6.delayed	(from http://www.conwaygreene.com/Springboro/lpext.dll?f=templates&fn=tools-contents.htm&cp=Springboro&2.0)
